3,1,100,100
23,22,100,100
5,8,100,100
8,6,100,100
21,16,100,100
6,10,50,50
2,12,50,50
5,2,100,100
14,15,50,50
16,17,50,50
3,7,20,20
5,10,50,50
1,5,100,100
8,12,50,50
17,13,100,100
2,9,50,50
20,23,50,50
21,20,100,100
7,6,20,20
2,6,100,100
4,5,50,50
11,9,50,50
18,22,50,50
17,22,20,20
19,20,100,100
21,14,50,50
13,21,100,100
3,11,100,100
4,10,100,100
5,11,100,100
1,20,100,100
15,16,50,50
19,18,100,100
